  15048   2827   4230  7991 
    80   246   2   2     5
    82   246   2   2     5
    84   246   2   2     5
    86   246   2   2     5
    88   246   2   2     5
    90   246   2   2     5
   116   246   2   2     6
   118   246   2   2     6
   120   246   2   2     5
   122   246   2   2     5
   164   246   2   2     5
   166   246   2   2     5
   168   246   2   2     6
   170   246   2   2     7
   200   246   2   2     8
   202   246   2   2     7
   204   246   2   2     5
   222   246   2   2     5
   224   246   2   2     9
   226   246   2   2    10
   616   246   2   2    13
   618   246   2   2    12
   620   246   2   2    12
   622   246   2   2    11
   624   246   2   2    10
   626   246   2   2     8
   628   246   2   2     7
   630   246   2   2     5
    80   248   2   2     5
    82   248   2   2     5
    84   248   2   2     5
    86   248   2   2     5
    88   248   2   2     5
    90   248   2   2     5
   104   248   2   2     5
   106   248   2   2     5
   108   248   2   2     5
   110   248   2   2     5
   112   248   2   2     5
   114   248   2   2     5
   116   248   2   2     5
   118   248   2   2     5
   168   248   2   2     5
   170   248   2   2     5
   172   248   2   2     6
   174   248   2   2     7
   176   248   2   2     7
   178   248   2   2     8
   180   248   2   2     8
   182   248   2   2     8
   184   248   2   2     8
   186   248   2   2     8
   188   248   2   2     8
   190   248   2   2     7
   192   248   2   2     8
   194   248   2   2     8
   196   248   2   2     7
   198   248   2   2     7
   200   248   2   2     7
   202   248   2   2     5
   222   248   2   2     5
   224   248   2   2     8
   226   248   2   2     9
   624   248   2   2    12
   626   248   2   2    12
   628   248   2   2    11
   630   248   2   2    10
   632   248   2   2     7
   634   248   2   2     5
    82   250   2   2     5
    86   250   2   2     5
    88   250   2   2     5
    90   250   2   2     5
   104   250   2   2     5
   106   250   2   2     5
   108   250   2   2     5
   110   250   2   2     5
   112   250   2   2     5
   114   250   2   2     5
   172   250   2   2     5
   174   250   2   2     5
   176   250   2   2     5
   178   250   2   2     6
   180   250   2   2     7
   182   250   2   2     7
   184   250   2   2     7
   186   250   2   2     7
   188   250   2   2     7
   190   250   2   2     6
   192   250   2   2     6
   194   250   2   2     6
   196   250   2   2     6
   198   250   2   2     5
   200   250   2   2     5
   224   250   2   2     7
   226   250   2   2     9
   624   250   2   2    13
   626   250   2   2    13
   628   250   2   2    12
   630   250   2   2    11
   632   250   2   2    11
   634   250   2   2    10
   636   250   2   2     8
   638   250   2   2     7
   640   250   2   2     5
    82   252   2   2     5
    84   252   2   2     5
    86   252   2   2     5
    88   252   2   2     5
    90   252   2   2     5
    92   252   2   2     6
    94   252   2   2     5
    96   252   2   2     5
    98   252   2   2     5
   100   252   2   2     5
   102   252   2   2     5
   104   252   2   2     5
   106   252   2   2     5
   108   252   2   2     5
   176   252   2   2     5
   178   252   2   2     5
   180   252   2   2     5
   182   252   2   2     5
   184   252   2   2     5
   186   252   2   2     5
   188   252   2   2     5
   190   252   2   2     5
   192   252   2   2     5
   196   252   2   2     5
   224   252   2   2     6
   226   252   2   2     8
   228   252   2   2    10
   230   252   2   2    11
   636   252   2   2    11
   638   252   2   2    10
   640   252   2   2    10
   642   252   2   2     8
   644   252   2   2     6
    80   254   2   2     5
    82   254   2   2     5
    84   254   2   2     5
    86   254   2   2     5
    88   254   2   2     5
    90   254   2   2     5
    92   254   2   2     5
    94   254   2   2     5
    96   254   2   2     5
    98   254   2   2     5
   100   254   2   2     5
   102   254   2   2     5
   224   254   2   2     5
   226   254   2   2     7
   228   254   2   2     9
   230   254   2   2    10
   636   254   2   2    12
   638   254   2   2    11
   640   254   2   2    11
   642   254   2   2    10
   644   254   2   2    10
   646   254   2   2     9
   648   254   2   2     7
   650   254   2   2     5
    84   256   2   2     5
    86   256   2   2     5
    92   256   2   2     5
    94   256   2   2     5
    96   256   2   2     5
   226   256   2   2     5
   228   256   2   2     8
   230   256   2   2     9
   648   256   2   2    11
   650   256   2   2    10
   652   256   2   2     9
   654   256   2   2     7
   656   256   2   2     5
    84   258   2   2     5
    86   258   2   2     5
    92   258   2   2     5
    94   258   2   2     5
   228   258   2   2     7
   230   258   2   2     9
   648   258   2   2    12
   650   258   2   2    12
   652   258   2   2    12
   654   258   2   2    11
   656   258   2   2     9
   658   258   2   2     6
   660   258   2   2     5
    82   260   2   2     5
    84   260   2   2     5
    86   260   2   2     5
    92   260   2   2     5
    94   260   2   2     5
   228   260   2   2     5
   230   260   2   2     7
   232   260   2   2     9
   234   260   2   2    10
   656   260   2   2    12
   658   260   2   2    11
   660   260   2   2     9
   662   260   2   2     6
   664   260   2   2     5
    82   262   2   2     5
    84   262   2   2     5
    86   262   2   2     5
    92   262   2   2     5
    94   262   2   2     5
   230   262   2   2     5
   232   262   2   2     8
   234   262   2   2     9
   656   262   2   2    13
   658   262   2   2    12
   660   262   2   2    11
   662   262   2   2    10
   664   262   2   2     8
   666   262   2   2     6
   668   262   2   2     5
    82   264   2   2     5
    84   264   2   2     5
    86   264   2   2     5
    88   264   2   2     5
    90   264   2   2     5
    92   264   2   2     5
    94   264   2   2     5
   230   264   2   2     5
   232   264   2   2     6
   234   264   2   2     8
   236   264   2   2     9
   238   264   2   2    10
   664   264   2   2    10
   666   264   2   2     9
   668   264   2   2     8
   670   264   2   2     5
    84   266   2   2     5
    86   266   2   2     5
    90   266   2   2     5
    92   266   2   2     5
    94   266   2   2     5
   230   266   2   2     5
   234   266   2   2     7
   236   266   2   2     9
   238   266   2   2     9
   664   266   2   2    10
   666   266   2   2     9
   668   266   2   2     9
   670   266   2   2     8
   672   266   2   2     7
   674   266   2   2     5
   676   266   2   2     5
    84   268   2   2     5
    90   268   2   2     5
    92   268   2   2     5
    94   268   2   2     5
   234   268   2   2     5
   236   268   2   2     7
   238   268   2   2     8
   240   268   2   2     9
   242   268   2   2    10
   672   268   2   2     8
   674   268   2   2     8
   676   268   2   2     7
   678   268   2   2     5
   680   268   2   2     5
    82   270   2   2     5
    84   270   2   2     5
    92   270   2   2     5
   236   270   2   2     5
   238   270   2   2     7
   240   270   2   2     8
   242   270   2   2     9
   672   270   2   2     8
   674   270   2   2     8
   676   270   2   2     8
   678   270   2   2     8
   680   270   2   2     6
   682   270   2   2     5
    84   272   2   2     5
    92   272   2   2     5
    94   272   2   2     5
    96   272   2   2     5
   238   272   2   2     5
   240   272   2   2     6
   242   272   2   2     8
   244   272   2   2     9
   246   272   2   2    10
   680   272   2   2     8
   682   272   2   2     7
   684   272   2   2     5
   686   272   2   2     5
    84   274   2   2     5
    92   274   2   2     5
    96   274   2   2     5
   242   274   2   2     5
   244   274   2   2     8
   246   274   2   2     8
   680   274   2   2     8
   682   274   2   2     8
   684   274   2   2     7
   686   274   2   2     6
   688   274   2   2     5
    92   276   2   2     5
   244   276   2   2     5
   246   276   2   2     7
   248   276   2   2     8
   250   276   2   2     9
   252   276   2   2    10
   254   276   2   2    11
   684   276   2   2     8
   686   276   2   2     7
   688   276   2   2     6
   692   276   2   2     5
   694   276   2   2     5
    94   278   2   2     5
   248   278   2   2     6
   250   278   2   2     7
   252   278   2   2     8
   254   278   2   2     9
   684   278   2   2     7
   686   278   2   2     8
   688   278   2   2     7
   692   278   2   2     5
   694   278   2   2     5
   696   278   2   2     5
   698   278   2   2     5
    94   280   2   2     5
   252   280   2   2     6
   254   280   2   2     8
   256   280   2   2     9
   258   280   2   2    10
   260   280   2   2    12
   262   280   2   2    12
   688   280   2   2     7
   690   280   2   2     5
   694   280   2   2     5
   696   280   2   2     5
   698   280   2   2     5
   700   280   2   2     6
    94   282   2   2     5
    96   282   2   2     5
   254   282   2   2     5
   256   282   2   2     7
   258   282   2   2     9
   260   282   2   2    10
   262   282   2   2    10
   688   282   2   2     8
   690   282   2   2     7
   696   282   2   2     5
   698   282   2   2     5
   700   282   2   2     5
   702   282   2   2     5
   706   282   2   2     5
   708   282   2   2     5
    94   284   2   2     6
    96   284   2   2     5
   258   284   2   2     5
   260   284   2   2     8
   262   284   2   2     9
   264   284   2   2     9
   266   284   2   2    10
   268   284   2   2    11
   270   284   2   2    12
   272   284   2   2    13
   274   284   2   2    14
   688   284   2   2     8
   690   284   2   2     8
   692   284   2   2     6
   706   284   2   2     5
   708   284   2   2     6
   710   284   2   2     5
   712   284   2   2     5
    94   286   2   2     5
    96   286   2   2     5
   264   286   2   2     6
   266   286   2   2     8
   268   286   2   2     9
   270   286   2   2    10
   272   286   2   2    11
   274   286   2   2    12
   688   286   2   2    10
   690   286   2   2     8
   692   286   2   2     8
   694   286   2   2     6
   704   286   2   2     5
   706   286   2   2     5
   708   286   2   2     7
   710   286   2   2     8
   712   286   2   2     7
   714   286   2   2     5
    92   288   2   2     5
    94   288   2   2     5
    96   288   2   2     5
   268   288   2   2     5
   270   288   2   2     7
   272   288   2   2     9
   274   288   2   2    10
   276   288   2   2    12
